Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
4,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,512,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,136314880,60144222208,441,1.24929,101.62,48142.8
4,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,512,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,136314880,60144222208,441,0.750484,169.162,80140.6
5,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,640,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,141033472,75180277760,533,3.04581,43.1241,24683.2
5,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,640,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,141033472,75180277760,533,1.35305,97.0751,55563.5
5,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,640,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,141033472,75180277760,533,0.849287,154.656,88521.7
6,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,768,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,145752064,90216333312,618,3.77004,36.0055,23929.8
6,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,768,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,145752064,90216333312,618,1.64583,82.4766,54815.2
6,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,768,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,145752064,90216333312,618,0.99882,135.903,90322.9
7,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,896,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,150470656,105252388864,699,4.52015,31.0027,23285.2
7,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,896,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,150470656,105252388864,699,1.96804,71.2062,53480.8
7,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,896,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,150470656,105252388864,699,1.18835,117.925,88570
8,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1024,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,155189248,120288444416,775,5.2875,27.3345,22749.6
8,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1024,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,155189248,120288444416,775,2.29569,62.9576,52397.4
8,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1024,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,155189248,120288444416,775,1.36797,105.654,87932.2
9,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1152,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,159907840,135324499968,846,5.51679,26.995,24529.6
9,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1152,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,159907840,135324499968,846,2.38232,62.5129,56803.7
9,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1152,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,159907840,135324499968,846,1.46723,101.501,92231.1
10,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1280,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,164626432,150360555520,913,6.22973,24.6111,24136
10,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1280,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,164626432,150360555520,913,2.71609,56.4488,55359.1
10,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1280,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,164626432,150360555520,913,1.65343,92.7289,90938.8
11,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1408,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,169345024,165396611072,976,7.08357,22.2649,23349.3
11,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1408,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,169345024,165396611072,976,3.09153,51.0151,53499.9
11,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1408,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,169345024,165396611072,976,1.83008,86.1791,90376.6
12,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1536,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,174063616,180432666624,1036,7.9112,20.4911,22807.2
12,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1536,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,174063616,180432666624,1036,3.43545,47.1873,52520.9
12,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1536,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,174063616,180432666624,1036,2.00554,80.8307,89967
13,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1664,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,178782208,195468722176,1093,8.64127,19.2685,22620.4
13,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1664,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,178782208,195468722176,1093,3.79693,43.8522,51480.7
13,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1664,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,178782208,195468722176,1093,2.20115,75.644,88802.9
14,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1792,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,183500800,210504777728,1147,8.99571,18.9978,23400.6
14,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1792,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,183500800,210504777728,1147,3.89839,43.8382,53997.9
14,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1792,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,183500800,210504777728,1147,2.24938,75.9758,93583.4
15,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1920,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,188219392,225540833280,1198,9.68225,18.1046,23294.3
15,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1920,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,188219392,225540833280,1198,4.20284,41.7082,53663.9
15,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1920,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,188219392,225540833280,1198,2.4559,71.3762,91836.2
16,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,2048,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,192937984,240576888832,1246,10.4965,17.1188,22919.7
16,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,2048,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,192937984,240576888832,1246,4.5543,39.4545,52824.1
16,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,2048,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,192937984,240576888832,1246,2.63352,68.2309,91351.8
17,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,128,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,122159104,15036055552,123,0.828994,137.238,18137.7
17,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,128,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,122159104,15036055552,123,0.366208,310.669,41058.8
17,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,128,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,122159104,15036055552,123,0.244288,465.718,61550.5
18,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,256,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,126877696,30072111104,237,1.53137,77.1621,19637.3
18,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,256,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,126877696,30072111104,237,0.68524,172.442,43885.5
18,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,256,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,126877696,30072111104,237,0.423898,278.756,70941.9
19,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,384,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,131596288,45108166656,342,2.0179,60.7357,22354
19,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,384,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,131596288,45108166656,342,0.881172,139.086,51191.1
19,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,384,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,131596288,45108166656,342,0.555971,220.441,81134.1
20,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,512,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,136314880,60144222208,441,2.80046,45.333,21476.6
20,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,512,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,136314880,60144222208,441,1.20205,105.614,50034.6
20,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,512,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,136314880,60144222208,441,0.740332,171.481,81239.5
21,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,640,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,141033472,75180277760,533,3.264,40.2414,23033.2
21,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,640,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,141033472,75180277760,533,1.42566,92.131,52733.6
21,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,640,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,141033472,75180277760,533,0.921068,142.604,81623
22,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,768,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,145752064,90216333312,618,4.01452,33.8128,22472.5
22,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,768,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,145752064,90216333312,618,1.73548,78.216,51983.6
22,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,768,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,145752064,90216333312,618,1.0623,127.782,84925.6
23,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,896,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,150470656,105252388864,699,4.57288,30.6452,23016.7
23,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,896,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,150470656,105252388864,699,1.98502,70.5971,53023.4
23,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,896,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,150470656,105252388864,699,1.18715,118.044,88659.5
24,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1024,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,155189248,120288444416,775,5.33454,27.0935,22549
24,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1024,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,155189248,120288444416,775,2.3312,61.9987,51599.4
24,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1024,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,155189248,120288444416,775,1.36894,105.579,87870
25,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,1152,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,1,1,1,2,4,2,1,1,1,1,50,1024,159907840,135324499968,846,5.83145,25.5384,23206
25,CUTLASS,gemm,cutlass_tensorop_h884gemm_256x128_32x2_nn_align8,passed,success,universal,1152,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,16,4,70,75,159907840,135324499968,846,2.58066,57.7083,52437.9
25,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,1152,14336,4096,f16:column,f16:column,f16:column,f16:column,1,0,serial,2,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,1,1,1,2,4,2,1,16,8,8,75,1024,159907840,135324499968,846,1.54833,96.1848,87400.4
